soc_code,sic_code,byear_grp,name,title_matched,element,daily,weekly
13-1022.00,46.421,2008,Wholesale of clothing,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,46.421,2008,Wholesale of clothing,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,46.421,2008,Wholesale of clothing,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,46.441,2008,Wholesale of china and glassware,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,46.441,2008,Wholesale of china and glassware,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,46.441,2008,Wholesale of china and glassware,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,46.441,2008,Wholesale of china and glassware,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,46.441,2008,Wholesale of china and glassware,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,46.442,2008,Wholesale of cleaning materials,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,46.442,2008,Wholesale of cleaning materials,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,46.442,2008,Wholesale of cleaning materials,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,46.442,2008,Wholesale of cleaning materials,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,46.442,2008,Wholesale of cleaning materials,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,46.471,2008,Wholesale of furniture,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,46.471,2008,Wholesale of furniture,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,46.471,2008,Wholesale of furniture,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,46.471,2008,Wholesale of furniture,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,46.471,2008,Wholesale of furniture,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,46.482,2008,Wholesale of gold and silver ware,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,46.482,2008,Wholesale of gold and silver ware,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,46.482,2008,Wholesale of gold and silver ware,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,46.482,2008,Wholesale of gold and silver ware,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,46.482,2008,Wholesale of gold and silver ware,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,46.494,2008,Wholesale of sporting equipment,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,46.494,2008,Wholesale of sporting equipment,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,46.494,2008,Wholesale of sporting equipment,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,46.494,2008,Wholesale of sporting equipment,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,46.494,2008,Wholesale of sporting equipment,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,46.499,2008,Wholesale of other household and personal goods n.e.c.,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,46.499,2008,Wholesale of other household and personal goods n.e.c.,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,46.499,2008,Wholesale of other household and personal goods n.e.c.,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,46.499,2008,Wholesale of other household and personal goods n.e.c.,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,46.499,2008,Wholesale of other household and personal goods n.e.c.,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,46.52,2008,Wholesale of electronic and telecommunications equipment and parts,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,46.52,2008,Wholesale of electronic and telecommunications equipment and parts,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,46.52,2008,Wholesale of electronic and telecommunications equipment and parts,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,46.52,2008,Wholesale of electronic and telecommunications equipment and parts,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,46.52,2008,Wholesale of electronic and telecommunications equipment and parts,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,46.739,2008,Wholesale of construction materials n.e.c.,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,46.739,2008,Wholesale of construction materials n.e.c.,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,46.739,2008,Wholesale of construction materials n.e.c.,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,46.739,2008,Wholesale of construction materials n.e.c.,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,46.739,2008,Wholesale of construction materials n.e.c.,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,47.111,2008,"Retail sale in non-specialised stores with food, beverages or tobacco predominating","Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,47.111,2008,"Retail sale in non-specialised stores with food, beverages or tobacco predominating","Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,47.111,2008,"Retail sale in non-specialised stores with food, beverages or tobacco predominating","Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,47.111,2008,"Retail sale in non-specialised stores with food, beverages or tobacco predominating","Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,47.111,2008,"Retail sale in non-specialised stores with food, beverages or tobacco predominating","Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,47.241,2008,"Retail sale of bread, cakes and flour confectionery in specialised stores","Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,47.241,2008,"Retail sale of bread, cakes and flour confectionery in specialised stores","Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,47.241,2008,"Retail sale of bread, cakes and flour confectionery in specialised stores","Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,47.241,2008,"Retail sale of bread, cakes and flour confectionery in specialised stores","Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,47.241,2008,"Retail sale of bread, cakes and flour confectionery in specialised stores","Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,47.291,2008,Retail sale of health foods in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,47.291,2008,Retail sale of health foods in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,47.291,2008,Retail sale of health foods in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,47.291,2008,Retail sale of health foods in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,47.291,2008,Retail sale of health foods in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,47.41,2008,"Retail sale of computers, peripheral units and software in specialised stores","Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,47.41,2008,"Retail sale of computers, peripheral units and software in specialised stores","Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,47.41,2008,"Retail sale of computers, peripheral units and software in specialised stores","Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,47.41,2008,"Retail sale of computers, peripheral units and software in specialised stores","Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,47.41,2008,"Retail sale of computers, peripheral units and software in specialised stores","Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,47.51,2008,Retail sale of textiles in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,47.51,2008,Retail sale of textiles in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,47.51,2008,Retail sale of textiles in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,47.51,2008,Retail sale of textiles in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,47.51,2008,Retail sale of textiles in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,47.599,2008,Retail sale of non-electrical household articles n.e.c. in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,47.599,2008,Retail sale of non-electrical household articles n.e.c. in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,47.599,2008,Retail sale of non-electrical household articles n.e.c. in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,47.599,2008,Retail sale of non-electrical household articles n.e.c. in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,47.599,2008,Retail sale of non-electrical household articles n.e.c. in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,47.641,2008,Retail sale of sporting equipment in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,47.641,2008,Retail sale of sporting equipment in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,47.641,2008,Retail sale of sporting equipment in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,47.641,2008,Retail sale of sporting equipment in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,47.641,2008,Retail sale of sporting equipment in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,47.71,2008,Retail sale of clothing in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,47.71,2008,Retail sale of clothing in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,47.71,2008,Retail sale of clothing in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,47.71,2008,Retail sale of clothing in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,47.71,2008,Retail sale of clothing in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,47.772,2008,Retail sale of gold and silver ware in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,47.772,2008,Retail sale of gold and silver ware in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,47.772,2008,Retail sale of gold and silver ware in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,47.772,2008,Retail sale of gold and silver ware in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,47.772,2008,Retail sale of gold and silver ware in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,47.789,2008,Other retail sale of goods in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,47.789,2008,Other retail sale of goods in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,47.789,2008,Other retail sale of goods in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,47.789,2008,Other retail sale of goods in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,47.789,2008,Other retail sale of goods in specialised stores,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,47.911,2008,Retail sale of variety of goods via mail order houses or via Internet,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,47.911,2008,Retail sale of variety of goods via mail order houses or via Internet,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,47.911,2008,Retail sale of variety of goods via mail order houses or via Internet,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,47.911,2008,Retail sale of variety of goods via mail order houses or via Internet,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,47.911,2008,Retail sale of variety of goods via mail order houses or via Internet,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,47.912,2008,"Retail sale of textiles, clothes, footwear, travel accessories and leather goods via mail order houses or via Internet","Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,47.912,2008,"Retail sale of textiles, clothes, footwear, travel accessories and leather goods via mail order houses or via Internet","Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,47.912,2008,"Retail sale of textiles, clothes, footwear, travel accessories and leather goods via mail order houses or via Internet","Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,47.912,2008,"Retail sale of textiles, clothes, footwear, travel accessories and leather goods via mail order houses or via Internet","Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,47.912,2008,"Retail sale of textiles, clothes, footwear, travel accessories and leather goods via mail order houses or via Internet","Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,47.919,2008,Other retail sale of specialised assortment of goods via mail order houses or via Internet,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,47.919,2008,Other retail sale of specialised assortment of goods via mail order houses or via Internet,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,47.919,2008,Other retail sale of specialised assortment of goods via mail order houses or via Internet,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,47.919,2008,Other retail sale of specialised assortment of goods via mail order houses or via Internet,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,47.919,2008,Other retail sale of specialised assortment of goods via mail order houses or via Internet,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,47.99,2008,"Other retail sale not in stores, stalls or markets","Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,47.99,2008,"Other retail sale not in stores, stalls or markets","Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,47.99,2008,"Other retail sale not in stores, stalls or markets","Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,47.99,2008,"Other retail sale not in stores, stalls or markets","Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,47.99,2008,"Other retail sale not in stores, stalls or markets","Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1023.00,46.13,2009,Agents involved in the sale of timber and building materials,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Public Speaking,0,8.7
13-1023.00,46.13,2009,Agents involved in the sale of timber and building materials,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Face-to-Face Discussions,82.61,95.65
13-1023.00,46.13,2009,Agents involved in the sale of timber and building materials,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Contact With Others,47.83,86.96
13-1023.00,46.13,2009,Agents involved in the sale of timber and building materials,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work With Work Group or Team,63.64,90.91
13-1023.00,46.13,2009,Agents involved in the sale of timber and building materials,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Deal With External Customers,26.09,78.26
13-1023.00,46.14,2009,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Public Speaking,0,8.7
13-1023.00,46.14,2009,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Face-to-Face Discussions,82.61,95.65
13-1023.00,46.14,2009,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Contact With Others,47.83,86.96
13-1023.00,46.14,2009,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work With Work Group or Team,63.64,90.91
13-1023.00,46.14,2009,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Deal With External Customers,26.09,78.26
13-1023.00,46.15,2009,"Agents involved in the sale of furniture, household goods, hardware and ironmongery","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Public Speaking,0,8.7
13-1023.00,46.15,2009,"Agents involved in the sale of furniture, household goods, hardware and ironmongery","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Face-to-Face Discussions,82.61,95.65
13-1023.00,46.15,2009,"Agents involved in the sale of furniture, household goods, hardware and ironmongery","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Contact With Others,47.83,86.96
13-1023.00,46.15,2009,"Agents involved in the sale of furniture, household goods, hardware and ironmongery","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work With Work Group or Team,63.64,90.91
13-1023.00,46.15,2009,"Agents involved in the sale of furniture, household goods, hardware and ironmongery","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Deal With External Customers,26.09,78.26
13-1023.00,46.16,2009,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Public Speaking,0,8.7
13-1023.00,46.16,2009,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Face-to-Face Discussions,82.61,95.65
13-1023.00,46.16,2009,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Contact With Others,47.83,86.96
13-1023.00,46.16,2009,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work With Work Group or Team,63.64,90.91
13-1023.00,46.16,2009,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Deal With External Customers,26.09,78.26
13-1023.00,46.17,2009,"Agents involved in the sale of food, beverages and tobacco","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Public Speaking,0,8.7
13-1023.00,46.17,2009,"Agents involved in the sale of food, beverages and tobacco","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Face-to-Face Discussions,82.61,95.65
13-1023.00,46.17,2009,"Agents involved in the sale of food, beverages and tobacco","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Contact With Others,47.83,86.96
13-1023.00,46.17,2009,"Agents involved in the sale of food, beverages and tobacco","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work With Work Group or Team,63.64,90.91
13-1023.00,46.17,2009,"Agents involved in the sale of food, beverages and tobacco","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Deal With External Customers,26.09,78.26
13-1023.00,46.18,2009,Agents specialised in the sale of other particular products,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Public Speaking,0,8.7
13-1023.00,46.18,2009,Agents specialised in the sale of other particular products,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Face-to-Face Discussions,82.61,95.65
13-1023.00,46.18,2009,Agents specialised in the sale of other particular products,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Contact With Others,47.83,86.96
13-1023.00,46.18,2009,Agents specialised in the sale of other particular products,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work With Work Group or Team,63.64,90.91
13-1023.00,46.18,2009,Agents specialised in the sale of other particular products,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Deal With External Customers,26.09,78.26
13-1023.00,51.12,2008,"Agents involved in the sale of fuels, ores, metals and industrial chemicals","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Public Speaking,0,8.7
13-1023.00,51.12,2008,"Agents involved in the sale of fuels, ores, metals and industrial chemicals","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Face-to-Face Discussions,82.61,95.65
13-1023.00,51.12,2008,"Agents involved in the sale of fuels, ores, metals and industrial chemicals","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Contact With Others,47.83,86.96
13-1023.00,51.12,2008,"Agents involved in the sale of fuels, ores, metals and industrial chemicals","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work With Work Group or Team,63.64,90.91
13-1023.00,51.12,2008,"Agents involved in the sale of fuels, ores, metals and industrial chemicals","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Deal With External Customers,26.09,78.26
13-1023.00,51.13,2008,Agents involved in the sale of timber and building materials,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Public Speaking,0,8.7
13-1023.00,51.13,2008,Agents involved in the sale of timber and building materials,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Face-to-Face Discussions,82.61,95.65
13-1023.00,51.13,2008,Agents involved in the sale of timber and building materials,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Contact With Others,47.83,86.96
13-1023.00,51.13,2008,Agents involved in the sale of timber and building materials,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work With Work Group or Team,63.64,90.91
13-1023.00,51.13,2008,Agents involved in the sale of timber and building materials,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Deal With External Customers,26.09,78.26
13-1023.00,51.14,2008,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Public Speaking,0,8.7
13-1023.00,51.14,2008,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Face-to-Face Discussions,82.61,95.65
13-1023.00,51.14,2008,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Contact With Others,47.83,86.96
13-1023.00,51.14,2008,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work With Work Group or Team,63.64,90.91
13-1023.00,51.14,2008,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Deal With External Customers,26.09,78.26
13-1023.00,51.15,2008,"Agents involved in the sale of furniture, household goods, hardware and ironmongery","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Public Speaking,0,8.7
13-1023.00,51.15,2008,"Agents involved in the sale of furniture, household goods, hardware and ironmongery","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Face-to-Face Discussions,82.61,95.65
13-1023.00,51.15,2008,"Agents involved in the sale of furniture, household goods, hardware and ironmongery","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Contact With Others,47.83,86.96
13-1023.00,51.15,2008,"Agents involved in the sale of furniture, household goods, hardware and ironmongery","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work With Work Group or Team,63.64,90.91
13-1023.00,51.15,2008,"Agents involved in the sale of furniture, household goods, hardware and ironmongery","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Deal With External Customers,26.09,78.26
13-1023.00,51.16,2008,"Agents involved in the sale of textiles, clothing, footwear and leather goods","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Public Speaking,0,8.7
13-1023.00,51.16,2008,"Agents involved in the sale of textiles, clothing, footwear and leather goods","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Face-to-Face Discussions,82.61,95.65
13-1023.00,51.16,2008,"Agents involved in the sale of textiles, clothing, footwear and leather goods","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Contact With Others,47.83,86.96
13-1023.00,51.16,2008,"Agents involved in the sale of textiles, clothing, footwear and leather goods","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work With Work Group or Team,63.64,90.91
13-1023.00,51.16,2008,"Agents involved in the sale of textiles, clothing, footwear and leather goods","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Deal With External Customers,26.09,78.26
13-1023.00,51.17,2008,"Agents involved in the sale of food, beverages and tobacco","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Public Speaking,0,8.7
13-1023.00,51.17,2008,"Agents involved in the sale of food, beverages and tobacco","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Face-to-Face Discussions,82.61,95.65
13-1023.00,51.17,2008,"Agents involved in the sale of food, beverages and tobacco","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Contact With Others,47.83,86.96
13-1023.00,51.17,2008,"Agents involved in the sale of food, beverages and tobacco","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work With Work Group or Team,63.64,90.91
13-1023.00,51.17,2008,"Agents involved in the sale of food, beverages and tobacco","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Deal With External Customers,26.09,78.26
13-1023.00,51.18,2008,Agents specializing in the sale of particular products or ranges of products n.e.c.,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Public Speaking,0,8.7
13-1023.00,51.18,2008,Agents specializing in the sale of particular products or ranges of products n.e.c.,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Face-to-Face Discussions,82.61,95.65
13-1023.00,51.18,2008,Agents specializing in the sale of particular products or ranges of products n.e.c.,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Contact With Others,47.83,86.96
13-1023.00,51.18,2008,Agents specializing in the sale of particular products or ranges of products n.e.c.,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work With Work Group or Team,63.64,90.91
13-1023.00,51.18,2008,Agents specializing in the sale of particular products or ranges of products n.e.c.,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Deal With External Customers,26.09,78.26
13-1023.00,51.19,2008,Agents involved in the sale of a variety of goods,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Public Speaking,0,8.7
