soc_code,sic_code,byear_grp,name,title_matched,element,daily,weekly
27-1026.00,52.33,2008,Retail sale of cosmetic and toilet articles,Merchandise Displayers and Window Trimmers,Public Speaking,0,1.5
27-1026.00,52.33,2008,Retail sale of cosmetic and toilet articles,Merchandise Displayers and Window Trimmers,Face-to-Face Discussions,70.55,91.5
27-1026.00,52.33,2008,Retail sale of cosmetic and toilet articles,Merchandise Displayers and Window Trimmers,Contact With Others,62.99,94.03
27-1026.00,52.33,2008,Retail sale of cosmetic and toilet articles,Merchandise Displayers and Window Trimmers,Work With Work Group or Team,51.08,82.4
27-1026.00,52.33,2008,Retail sale of cosmetic and toilet articles,Merchandise Displayers and Window Trimmers,Deal With External Customers,51.87,67.32
27-1026.00,52.442,2008,Retail sale of china and glassware,Merchandise Displayers and Window Trimmers,Public Speaking,0,1.5
27-1026.00,52.442,2008,Retail sale of china and glassware,Merchandise Displayers and Window Trimmers,Face-to-Face Discussions,70.55,91.5
27-1026.00,52.442,2008,Retail sale of china and glassware,Merchandise Displayers and Window Trimmers,Contact With Others,62.99,94.03
27-1026.00,52.442,2008,Retail sale of china and glassware,Merchandise Displayers and Window Trimmers,Work With Work Group or Team,51.08,82.4
27-1026.00,52.442,2008,Retail sale of china and glassware,Merchandise Displayers and Window Trimmers,Deal With External Customers,51.87,67.32
27-1026.00,52.451,2008,Retail sale of electrical household appliances and radio and television goods,Merchandise Displayers and Window Trimmers,Public Speaking,0,1.5
27-1026.00,52.451,2008,Retail sale of electrical household appliances and radio and television goods,Merchandise Displayers and Window Trimmers,Face-to-Face Discussions,70.55,91.5
27-1026.00,52.451,2008,Retail sale of electrical household appliances and radio and television goods,Merchandise Displayers and Window Trimmers,Contact With Others,62.99,94.03
27-1026.00,52.451,2008,Retail sale of electrical household appliances and radio and television goods,Merchandise Displayers and Window Trimmers,Work With Work Group or Team,51.08,82.4
27-1026.00,52.451,2008,Retail sale of electrical household appliances and radio and television goods,Merchandise Displayers and Window Trimmers,Deal With External Customers,51.87,67.32
27-1026.00,52.461,2008,"Retail sale of variety of hardware, paints and glass",Merchandise Displayers and Window Trimmers,Public Speaking,0,1.5
27-1026.00,52.461,2008,"Retail sale of variety of hardware, paints and glass",Merchandise Displayers and Window Trimmers,Face-to-Face Discussions,70.55,91.5
27-1026.00,52.461,2008,"Retail sale of variety of hardware, paints and glass",Merchandise Displayers and Window Trimmers,Contact With Others,62.99,94.03
27-1026.00,52.461,2008,"Retail sale of variety of hardware, paints and glass",Merchandise Displayers and Window Trimmers,Work With Work Group or Team,51.08,82.4
27-1026.00,52.461,2008,"Retail sale of variety of hardware, paints and glass",Merchandise Displayers and Window Trimmers,Deal With External Customers,51.87,67.32
27-1026.00,52.469,2008,"Retail sale of hardware, paints and glass n.e.c.",Merchandise Displayers and Window Trimmers,Public Speaking,0,1.5
27-1026.00,52.469,2008,"Retail sale of hardware, paints and glass n.e.c.",Merchandise Displayers and Window Trimmers,Face-to-Face Discussions,70.55,91.5
27-1026.00,52.469,2008,"Retail sale of hardware, paints and glass n.e.c.",Merchandise Displayers and Window Trimmers,Contact With Others,62.99,94.03
27-1026.00,52.469,2008,"Retail sale of hardware, paints and glass n.e.c.",Merchandise Displayers and Window Trimmers,Work With Work Group or Team,51.08,82.4
27-1026.00,52.469,2008,"Retail sale of hardware, paints and glass n.e.c.",Merchandise Displayers and Window Trimmers,Deal With External Customers,51.87,67.32
27-1026.00,52.471,2008,Retail sale of books and stationery,Merchandise Displayers and Window Trimmers,Public Speaking,0,1.5
27-1026.00,52.471,2008,Retail sale of books and stationery,Merchandise Displayers and Window Trimmers,Face-to-Face Discussions,70.55,91.5
27-1026.00,52.471,2008,Retail sale of books and stationery,Merchandise Displayers and Window Trimmers,Contact With Others,62.99,94.03
27-1026.00,52.471,2008,Retail sale of books and stationery,Merchandise Displayers and Window Trimmers,Work With Work Group or Team,51.08,82.4
27-1026.00,52.471,2008,Retail sale of books and stationery,Merchandise Displayers and Window Trimmers,Deal With External Customers,51.87,67.32
27-1026.00,52.481,2008,"Retail sale of watches, photographic- and optical goods",Merchandise Displayers and Window Trimmers,Public Speaking,0,1.5
27-1026.00,52.481,2008,"Retail sale of watches, photographic- and optical goods",Merchandise Displayers and Window Trimmers,Face-to-Face Discussions,70.55,91.5
27-1026.00,52.481,2008,"Retail sale of watches, photographic- and optical goods",Merchandise Displayers and Window Trimmers,Contact With Others,62.99,94.03
27-1026.00,52.481,2008,"Retail sale of watches, photographic- and optical goods",Merchandise Displayers and Window Trimmers,Work With Work Group or Team,51.08,82.4
27-1026.00,52.481,2008,"Retail sale of watches, photographic- and optical goods",Merchandise Displayers and Window Trimmers,Deal With External Customers,51.87,67.32
27-1026.00,52.486,2008,Retail sale of wallpaper and floor coverings,Merchandise Displayers and Window Trimmers,Public Speaking,0,1.5
27-1026.00,52.486,2008,Retail sale of wallpaper and floor coverings,Merchandise Displayers and Window Trimmers,Face-to-Face Discussions,70.55,91.5
27-1026.00,52.486,2008,Retail sale of wallpaper and floor coverings,Merchandise Displayers and Window Trimmers,Contact With Others,62.99,94.03
27-1026.00,52.486,2008,Retail sale of wallpaper and floor coverings,Merchandise Displayers and Window Trimmers,Work With Work Group or Team,51.08,82.4
27-1026.00,52.486,2008,Retail sale of wallpaper and floor coverings,Merchandise Displayers and Window Trimmers,Deal With External Customers,51.87,67.32
27-1026.00,52.487,2008,Retail sale of carpets,Merchandise Displayers and Window Trimmers,Public Speaking,0,1.5
27-1026.00,52.487,2008,Retail sale of carpets,Merchandise Displayers and Window Trimmers,Face-to-Face Discussions,70.55,91.5
27-1026.00,52.487,2008,Retail sale of carpets,Merchandise Displayers and Window Trimmers,Contact With Others,62.99,94.03
27-1026.00,52.487,2008,Retail sale of carpets,Merchandise Displayers and Window Trimmers,Work With Work Group or Team,51.08,82.4
27-1026.00,52.487,2008,Retail sale of carpets,Merchandise Displayers and Window Trimmers,Deal With External Customers,51.87,67.32
27-1026.00,47.593,2008,Retail sale of china and glassware in specialised stores,Merchandise Displayers and Window Trimmers,Public Speaking,0,1.5
27-1026.00,47.593,2008,Retail sale of china and glassware in specialised stores,Merchandise Displayers and Window Trimmers,Face-to-Face Discussions,70.55,91.5
27-1026.00,47.593,2008,Retail sale of china and glassware in specialised stores,Merchandise Displayers and Window Trimmers,Contact With Others,62.99,94.03
27-1026.00,47.593,2008,Retail sale of china and glassware in specialised stores,Merchandise Displayers and Window Trimmers,Work With Work Group or Team,51.08,82.4
27-1026.00,47.593,2008,Retail sale of china and glassware in specialised stores,Merchandise Displayers and Window Trimmers,Deal With External Customers,51.87,67.32
27-1026.00,47.75,2008,Retail sale of cosmetic and toilet articles in specialised stores,Merchandise Displayers and Window Trimmers,Public Speaking,0,1.5
27-1026.00,47.75,2008,Retail sale of cosmetic and toilet articles in specialised stores,Merchandise Displayers and Window Trimmers,Face-to-Face Discussions,70.55,91.5
27-1026.00,47.75,2008,Retail sale of cosmetic and toilet articles in specialised stores,Merchandise Displayers and Window Trimmers,Contact With Others,62.99,94.03
27-1026.00,47.75,2008,Retail sale of cosmetic and toilet articles in specialised stores,Merchandise Displayers and Window Trimmers,Work With Work Group or Team,51.08,82.4
27-1026.00,47.75,2008,Retail sale of cosmetic and toilet articles in specialised stores,Merchandise Displayers and Window Trimmers,Deal With External Customers,51.87,67.32
27-2011.00,90.012,2009,Performing artists and entertainment activities within dramatic art,Actors,Public Speaking,74.91,78.96
27-2011.00,90.012,2009,Performing artists and entertainment activities within dramatic art,Actors,Face-to-Face Discussions,68.27,71.12
27-2011.00,90.012,2009,Performing artists and entertainment activities within dramatic art,Actors,Contact With Others,71.42,100
27-2011.00,90.012,2009,Performing artists and entertainment activities within dramatic art,Actors,Work With Work Group or Team,100,100
27-2011.00,90.012,2009,Performing artists and entertainment activities within dramatic art,Actors,Deal With External Customers,27.89,60.28
27-2011.00,90.012,2008,Performing artists and entertainment activities within dramatic art,Actors,Public Speaking,74.91,78.96
27-2011.00,90.012,2008,Performing artists and entertainment activities within dramatic art,Actors,Face-to-Face Discussions,68.27,71.12
27-2011.00,90.012,2008,Performing artists and entertainment activities within dramatic art,Actors,Contact With Others,71.42,100
27-2011.00,90.012,2008,Performing artists and entertainment activities within dramatic art,Actors,Work With Work Group or Team,100,100
27-2011.00,90.012,2008,Performing artists and entertainment activities within dramatic art,Actors,Deal With External Customers,27.89,60.28
27-2012.03,60.2,2009,Television programming and broadcasting activities,Media Programming Directors,Public Speaking,31.79,39.5
27-2012.03,60.2,2009,Television programming and broadcasting activities,Media Programming Directors,Face-to-Face Discussions,78.44,79.47
27-2012.03,60.2,2009,Television programming and broadcasting activities,Media Programming Directors,Contact With Others,66.54,92.32
27-2012.03,60.2,2009,Television programming and broadcasting activities,Media Programming Directors,Work With Work Group or Team,58.5,68.23
27-2012.03,60.2,2009,Television programming and broadcasting activities,Media Programming Directors,Deal With External Customers,57.33,61.97
27-2021.00,32.3,2009,Manufacture of sports goods,Athletes and Sports Competitors,Public Speaking,0,12.13
27-2021.00,32.3,2009,Manufacture of sports goods,Athletes and Sports Competitors,Face-to-Face Discussions,79.09,97.4
27-2021.00,32.3,2009,Manufacture of sports goods,Athletes and Sports Competitors,Contact With Others,59.96,84.63
27-2021.00,32.3,2009,Manufacture of sports goods,Athletes and Sports Competitors,Work With Work Group or Team,53.61,97.39
27-2021.00,32.3,2009,Manufacture of sports goods,Athletes and Sports Competitors,Deal With External Customers,25.83,48.67
27-2021.00,36.4,2008,Manufacture of sports goods,Athletes and Sports Competitors,Public Speaking,0,12.13
27-2021.00,36.4,2008,Manufacture of sports goods,Athletes and Sports Competitors,Face-to-Face Discussions,79.09,97.4
27-2021.00,36.4,2008,Manufacture of sports goods,Athletes and Sports Competitors,Contact With Others,59.96,84.63
27-2021.00,36.4,2008,Manufacture of sports goods,Athletes and Sports Competitors,Work With Work Group or Team,53.61,97.39
27-2021.00,36.4,2008,Manufacture of sports goods,Athletes and Sports Competitors,Deal With External Customers,25.83,48.67
27-2021.00,92.61,2008,Operation of sports arenas and stadiums,Athletes and Sports Competitors,Public Speaking,0,12.13
27-2021.00,92.61,2008,Operation of sports arenas and stadiums,Athletes and Sports Competitors,Face-to-Face Discussions,79.09,97.4
27-2021.00,92.61,2008,Operation of sports arenas and stadiums,Athletes and Sports Competitors,Contact With Others,59.96,84.63
27-2021.00,92.61,2008,Operation of sports arenas and stadiums,Athletes and Sports Competitors,Work With Work Group or Team,53.61,97.39
27-2021.00,92.61,2008,Operation of sports arenas and stadiums,Athletes and Sports Competitors,Deal With External Customers,25.83,48.67
27-2021.00,92.62,2008,Other sporting activities,Athletes and Sports Competitors,Public Speaking,0,12.13
27-2021.00,92.62,2008,Other sporting activities,Athletes and Sports Competitors,Face-to-Face Discussions,79.09,97.4
27-2021.00,92.62,2008,Other sporting activities,Athletes and Sports Competitors,Contact With Others,59.96,84.63
27-2021.00,92.62,2008,Other sporting activities,Athletes and Sports Competitors,Work With Work Group or Team,53.61,97.39
27-2021.00,92.62,2008,Other sporting activities,Athletes and Sports Competitors,Deal With External Customers,25.83,48.67
27-2021.00,92.621,2008,Sports clubs and associations,Athletes and Sports Competitors,Public Speaking,0,12.13
27-2021.00,92.621,2008,Sports clubs and associations,Athletes and Sports Competitors,Face-to-Face Discussions,79.09,97.4
27-2021.00,92.621,2008,Sports clubs and associations,Athletes and Sports Competitors,Contact With Others,59.96,84.63
27-2021.00,92.621,2008,Sports clubs and associations,Athletes and Sports Competitors,Work With Work Group or Team,53.61,97.39
27-2021.00,92.621,2008,Sports clubs and associations,Athletes and Sports Competitors,Deal With External Customers,25.83,48.67
27-2021.00,92.622,2008,Operation of sports arenas and stadiums by sports clubs and associations,Athletes and Sports Competitors,Public Speaking,0,12.13
27-2021.00,92.622,2008,Operation of sports arenas and stadiums by sports clubs and associations,Athletes and Sports Competitors,Face-to-Face Discussions,79.09,97.4
27-2021.00,92.622,2008,Operation of sports arenas and stadiums by sports clubs and associations,Athletes and Sports Competitors,Contact With Others,59.96,84.63
27-2021.00,92.622,2008,Operation of sports arenas and stadiums by sports clubs and associations,Athletes and Sports Competitors,Work With Work Group or Team,53.61,97.39
27-2021.00,92.622,2008,Operation of sports arenas and stadiums by sports clubs and associations,Athletes and Sports Competitors,Deal With External Customers,25.83,48.67
27-2021.00,92.629,2008,Other sporting activities n.e.c.,Athletes and Sports Competitors,Public Speaking,0,12.13
27-2021.00,92.629,2008,Other sporting activities n.e.c.,Athletes and Sports Competitors,Face-to-Face Discussions,79.09,97.4
27-2021.00,92.629,2008,Other sporting activities n.e.c.,Athletes and Sports Competitors,Contact With Others,59.96,84.63
27-2021.00,92.629,2008,Other sporting activities n.e.c.,Athletes and Sports Competitors,Work With Work Group or Team,53.61,97.39
27-2021.00,92.629,2008,Other sporting activities n.e.c.,Athletes and Sports Competitors,Deal With External Customers,25.83,48.67
27-2021.00,93.11,2009,Operation of sports facilities,Athletes and Sports Competitors,Public Speaking,0,12.13
27-2021.00,93.11,2009,Operation of sports facilities,Athletes and Sports Competitors,Face-to-Face Discussions,79.09,97.4
27-2021.00,93.11,2009,Operation of sports facilities,Athletes and Sports Competitors,Contact With Others,59.96,84.63
27-2021.00,93.11,2009,Operation of sports facilities,Athletes and Sports Competitors,Work With Work Group or Team,53.61,97.39
27-2021.00,93.11,2009,Operation of sports facilities,Athletes and Sports Competitors,Deal With External Customers,25.83,48.67
27-2021.00,93.19,2009,Other sports activities,Athletes and Sports Competitors,Public Speaking,0,12.13
27-2021.00,93.19,2009,Other sports activities,Athletes and Sports Competitors,Face-to-Face Discussions,79.09,97.4
27-2021.00,93.19,2009,Other sports activities,Athletes and Sports Competitors,Contact With Others,59.96,84.63
27-2021.00,93.19,2009,Other sports activities,Athletes and Sports Competitors,Work With Work Group or Team,53.61,97.39
27-2021.00,93.19,2009,Other sports activities,Athletes and Sports Competitors,Deal With External Customers,25.83,48.67
27-2041.00,90.032,2009,Independent artistic activity within music,Music Directors and Composers,Public Speaking,33.67,71.23
27-2041.00,90.032,2009,Independent artistic activity within music,Music Directors and Composers,Face-to-Face Discussions,49.61,90.09
27-2041.00,90.032,2009,Independent artistic activity within music,Music Directors and Composers,Contact With Others,48.27,78.3
27-2041.00,90.032,2009,Independent artistic activity within music,Music Directors and Composers,Work With Work Group or Team,54.33,72.01
27-2041.00,90.032,2009,Independent artistic activity within music,Music Directors and Composers,Deal With External Customers,46.41,65.12
27-2042.00,90.011,2009,Performing artists and music entertainment activities,Musicians and Singers,Public Speaking,8.07,11.08
27-2042.00,90.011,2009,Performing artists and music entertainment activities,Musicians and Singers,Face-to-Face Discussions,27.84,61.8
27-2042.00,90.011,2009,Performing artists and music entertainment activities,Musicians and Singers,Contact With Others,55.39,83.67
27-2042.00,90.011,2009,Performing artists and music entertainment activities,Musicians and Singers,Work With Work Group or Team,76.64,82.27
27-2042.00,90.011,2009,Performing artists and music entertainment activities,Musicians and Singers,Deal With External Customers,20.77,35.58
27-2042.00,90.019,2009,Performing artists and other entertainment activities,Musicians and Singers,Public Speaking,8.07,11.08
27-2042.00,90.019,2009,Performing artists and other entertainment activities,Musicians and Singers,Face-to-Face Discussions,27.84,61.8
27-2042.00,90.019,2009,Performing artists and other entertainment activities,Musicians and Singers,Contact With Others,55.39,83.67
27-2042.00,90.019,2009,Performing artists and other entertainment activities,Musicians and Singers,Work With Work Group or Team,76.64,82.27
27-2042.00,90.019,2009,Performing artists and other entertainment activities,Musicians and Singers,Deal With External Customers,20.77,35.58
27-2042.00,90.02,2009,Support activities to performing arts,Musicians and Singers,Public Speaking,8.07,11.08
27-2042.00,90.02,2009,Support activities to performing arts,Musicians and Singers,Face-to-Face Discussions,27.84,61.8
27-2042.00,90.02,2009,Support activities to performing arts,Musicians and Singers,Contact With Others,55.39,83.67
27-2042.00,90.02,2009,Support activities to performing arts,Musicians and Singers,Work With Work Group or Team,76.64,82.27
27-2042.00,90.02,2009,Support activities to performing arts,Musicians and Singers,Deal With External Customers,20.77,35.58
27-2042.00,90.011,2008,Performing artists and music entertainment activities,Musicians and Singers,Public Speaking,8.07,11.08
27-2042.00,90.011,2008,Performing artists and music entertainment activities,Musicians and Singers,Face-to-Face Discussions,27.84,61.8
27-2042.00,90.011,2008,Performing artists and music entertainment activities,Musicians and Singers,Contact With Others,55.39,83.67
27-2042.00,90.011,2008,Performing artists and music entertainment activities,Musicians and Singers,Work With Work Group or Team,76.64,82.27
27-2042.00,90.011,2008,Performing artists and music entertainment activities,Musicians and Singers,Deal With External Customers,20.77,35.58
27-3011.00,92.2,2008,Radio and television activities,Broadcast Announcers and Radio Disc Jockeys,Public Speaking,24.48,34.81
27-3011.00,92.2,2008,Radio and television activities,Broadcast Announcers and Radio Disc Jockeys,Face-to-Face Discussions,80.24,94.16
27-3011.00,92.2,2008,Radio and television activities,Broadcast Announcers and Radio Disc Jockeys,Contact With Others,82.88,84.54
27-3011.00,92.2,2008,Radio and television activities,Broadcast Announcers and Radio Disc Jockeys,Work With Work Group or Team,64.66,86.7
27-3011.00,92.2,2008,Radio and television activities,Broadcast Announcers and Radio Disc Jockeys,Deal With External Customers,49.1,64.84
27-3031.00,70.21,2009,Public relations and communication activities,Public Relations Specialists,Public Speaking,0,22.73
27-3031.00,70.21,2009,Public relations and communication activities,Public Relations Specialists,Face-to-Face Discussions,81.82,100
27-3031.00,70.21,2009,Public relations and communication activities,Public Relations Specialists,Contact With Others,52.38,90.48
27-3031.00,70.21,2009,Public relations and communication activities,Public Relations Specialists,Work With Work Group or Team,54.55,95.46
27-3031.00,70.21,2009,Public relations and communication activities,Public Relations Specialists,Deal With External Customers,31.82,59.09
27-3041.00,22.12,2008,Publishing,Editors,Public Speaking,0,10.73
27-3041.00,22.12,2008,Publishing,Editors,Face-to-Face Discussions,82.86,97.88
27-3041.00,22.12,2008,Publishing,Editors,Contact With Others,59.55,97.23
27-3041.00,22.12,2008,Publishing,Editors,Work With Work Group or Team,67.58,93.79
27-3041.00,22.12,2008,Publishing,Editors,Deal With External Customers,50.5,58.69
27-3041.00,22.13,2008,Publishing,Editors,Public Speaking,0,10.73
27-3041.00,22.13,2008,Publishing,Editors,Face-to-Face Discussions,82.86,97.88
27-3041.00,22.13,2008,Publishing,Editors,Contact With Others,59.55,97.23
27-3041.00,22.13,2008,Publishing,Editors,Work With Work Group or Team,67.58,93.79
27-3041.00,22.13,2008,Publishing,Editors,Deal With External Customers,50.5,58.69
27-3041.00,22.15,2008,Other publishing,Editors,Public Speaking,0,10.73
27-3041.00,22.15,2008,Other publishing,Editors,Face-to-Face Discussions,82.86,97.88
27-3041.00,22.15,2008,Other publishing,Editors,Contact With Others,59.55,97.23
27-3041.00,22.15,2008,Other publishing,Editors,Work With Work Group or Team,67.58,93.79
27-3041.00,22.15,2008,Other publishing,Editors,Deal With External Customers,50.5,58.69
27-3041.00,58.19,2009,Other publishing activities,Editors,Public Speaking,0,10.73
27-3041.00,58.19,2009,Other publishing activities,Editors,Face-to-Face Discussions,82.86,97.88
27-3041.00,58.19,2009,Other publishing activities,Editors,Contact With Others,59.55,97.23
27-3041.00,58.19,2009,Other publishing activities,Editors,Work With Work Group or Team,67.58,93.79
27-3041.00,58.19,2009,Other publishing activities,Editors,Deal With External Customers,50.5,58.69
27-3042.00,74.209,2008,Other technical consultancy activities,Technical Writers,Public Speaking,0,14.24
27-3042.00,74.209,2008,Other technical consultancy activities,Technical Writers,Face-to-Face Discussions,65.72,86.26
27-3042.00,74.209,2008,Other technical consultancy activities,Technical Writers,Contact With Others,47.27,67.67
27-3042.00,74.209,2008,Other technical consultancy activities,Technical Writers,Work With Work Group or Team,76.38,82.42
27-3042.00,74.209,2008,Other technical consultancy activities,Technical Writers,Deal With External Customers,44.59,52.63
27-3043.05,92.31,2008,Artistic and literary creation and interpretation,"Poets, Lyricists and Creative Writers",Public Speaking,3.7,11.11
27-3043.05,92.31,2008,Artistic and literary creation and interpretation,"Poets, Lyricists and Creative Writers",Face-to-Face Discussions,18.52,25.93
27-3043.05,92.31,2008,Artistic and literary creation and interpretation,"Poets, Lyricists and Creative Writers",Contact With Others,11.11,22.22
27-3043.05,92.31,2008,Artistic and literary creation and interpretation,"Poets, Lyricists and Creative Writers",Work With Work Group or Team,11.54,19.23
27-3043.05,92.31,2008,Artistic and literary creation and interpretation,"Poets, Lyricists and Creative Writers",Deal With External Customers,3.85,19.23
27-3091.00,74.3,2009,Translation and interpretation activities,Interpreters and Translators,Public Speaking,33.08,35.52
27-3091.00,74.3,2009,Translation and interpretation activities,Interpreters and Translators,Face-to-Face Discussions,79.54,94.71
27-3091.00,74.3,2009,Translation and interpretation activities,Interpreters and Translators,Contact With Others,71.3,89.54
27-3091.00,74.3,2009,Translation and interpretation activities,Interpreters and Translators,Work With Work Group or Team,88,93.29
27-3091.00,74.3,2009,Translation and interpretation activities,Interpreters and Translators,Deal With External Customers,22.77,29.96
27-3091.00,74.852,2008,Translation activities,Interpreters and Translators,Public Speaking,33.08,35.52
27-3091.00,74.852,2008,Translation activities,Interpreters and Translators,Face-to-Face Discussions,79.54,94.71
27-3091.00,74.852,2008,Translation activities,Interpreters and Translators,Contact With Others,71.3,89.54
27-3091.00,74.852,2008,Translation activities,Interpreters and Translators,Work With Work Group or Team,88,93.29
27-3091.00,74.852,2008,Translation activities,Interpreters and Translators,Deal With External Customers,22.77,29.96
27-4014.00,22.14,2008,Publishing of sound recordings,Sound Engineering Technicians,Public Speaking,0,11.11
27-4014.00,22.14,2008,Publishing of sound recordings,Sound Engineering Technicians,Face-to-Face Discussions,57.69,96.15
27-4014.00,22.14,2008,Publishing of sound recordings,Sound Engineering Technicians,Contact With Others,59.26,85.19
27-4014.00,22.14,2008,Publishing of sound recordings,Sound Engineering Technicians,Work With Work Group or Team,38.46,88.46
27-4014.00,22.14,2008,Publishing of sound recordings,Sound Engineering Technicians,Deal With External Customers,18.52,48.15
27-4014.00,22.31,2008,Reproduction of sound recording,Sound Engineering Technicians,Public Speaking,0,11.11
27-4014.00,22.31,2008,Reproduction of sound recording,Sound Engineering Technicians,Face-to-Face Discussions,57.69,96.15
27-4014.00,22.31,2008,Reproduction of sound recording,Sound Engineering Technicians,Contact With Others,59.26,85.19
27-4014.00,22.31,2008,Reproduction of sound recording,Sound Engineering Technicians,Work With Work Group or Team,38.46,88.46
27-4014.00,22.31,2008,Reproduction of sound recording,Sound Engineering Technicians,Deal With External Customers,18.52,48.15
27-4014.00,59.2,2009,Sound recording and music publishing activities,Sound Engineering Technicians,Public Speaking,0,11.11
27-4014.00,59.2,2009,Sound recording and music publishing activities,Sound Engineering Technicians,Face-to-Face Discussions,57.69,96.15
27-4014.00,59.2,2009,Sound recording and music publishing activities,Sound Engineering Technicians,Contact With Others,59.26,85.19
27-4014.00,59.2,2009,Sound recording and music publishing activities,Sound Engineering Technicians,Work With Work Group or Team,38.46,88.46
27-4014.00,59.2,2009,Sound recording and music publishing activities,Sound Engineering Technicians,Deal With External Customers,18.52,48.15
27-4014.00,59.2,2008,Sound recording and music publishing activities,Sound Engineering Technicians,Public Speaking,0,11.11
27-4014.00,59.2,2008,Sound recording and music publishing activities,Sound Engineering Technicians,Face-to-Face Discussions,57.69,96.15
27-4014.00,59.2,2008,Sound recording and music publishing activities,Sound Engineering Technicians,Contact With Others,59.26,85.19
27-4014.00,59.2,2008,Sound recording and music publishing activities,Sound Engineering Technicians,Work With Work Group or Team,38.46,88.46
27-4014.00,59.2,2008,Sound recording and music publishing activities,Sound Engineering Technicians,Deal With External Customers,18.52,48.15
27-4021.00,74.2,2009,Photographic activities,Photographers,Public Speaking,0,0
27-4021.00,74.2,2009,Photographic activities,Photographers,Face-to-Face Discussions,47.62,95.24
27-4021.00,74.2,2009,Photographic activities,Photographers,Contact With Others,50,95.45
27-4021.00,74.2,2009,Photographic activities,Photographers,Work With Work Group or Team,13.64,54.55
27-4021.00,74.2,2009,Photographic activities,Photographers,Deal With External Customers,45.45,90.9
27-4021.00,74.81,2008,Photographic activities,Photographers,Public Speaking,0,0
27-4021.00,74.81,2008,Photographic activities,Photographers,Face-to-Face Discussions,47.62,95.24
27-4021.00,74.81,2008,Photographic activities,Photographers,Contact With Others,50,95.45
27-4021.00,74.81,2008,Photographic activities,Photographers,Work With Work Group or Team,13.64,54.55
27-4021.00,74.81,2008,Photographic activities,Photographers,Deal With External Customers,45.45,90.9
27-4031.00,22.32,2008,Reproduction of video recording,"Camera Operators, Television, Video, and Film",Public Speaking,2.2,5.58
27-4031.00,22.32,2008,Reproduction of video recording,"Camera Operators, Television, Video, and Film",Face-to-Face Discussions,95.28,99.54
27-4031.00,22.32,2008,Reproduction of video recording,"Camera Operators, Television, Video, and Film",Contact With Others,86.35,89.73
27-4031.00,22.32,2008,Reproduction of video recording,"Camera Operators, Television, Video, and Film",Work With Work Group or Team,79.77,80.49
27-4031.00,22.32,2008,Reproduction of video recording,"Camera Operators, Television, Video, and Film",Deal With External Customers,38.23,56.43
27-4031.00,59.11,2009,"Motion picture, video and television programme production activities","Camera Operators, Television, Video, and Film",Public Speaking,2.2,5.58
27-4031.00,59.11,2009,"Motion picture, video and television programme production activities","Camera Operators, Television, Video, and Film",Face-to-Face Discussions,95.28,99.54
27-4031.00,59.11,2009,"Motion picture, video and television programme production activities","Camera Operators, Television, Video, and Film",Contact With Others,86.35,89.73
27-4031.00,59.11,2009,"Motion picture, video and television programme production activities","Camera Operators, Television, Video, and Film",Work With Work Group or Team,79.77,80.49
27-4031.00,59.11,2009,"Motion picture, video and television programme production activities","Camera Operators, Television, Video, and Film",Deal With External Customers,38.23,56.43
27-4031.00,59.12,2009,"Motion picture, video and television programme post-production activities","Camera Operators, Television, Video, and Film",Public Speaking,2.2,5.58
27-4031.00,59.12,2009,"Motion picture, video and television programme post-production activities","Camera Operators, Television, Video, and Film",Face-to-Face Discussions,95.28,99.54
27-4031.00,59.12,2009,"Motion picture, video and television programme post-production activities","Camera Operators, Television, Video, and Film",Contact With Others,86.35,89.73
27-4031.00,59.12,2009,"Motion picture, video and television programme post-production activities","Camera Operators, Television, Video, and Film",Work With Work Group or Team,79.77,80.49
27-4031.00,59.12,2009,"Motion picture, video and television programme post-production activities","Camera Operators, Television, Video, and Film",Deal With External Customers,38.23,56.43
27-4031.00,92.12,2008,Motion picture and video distribution,"Camera Operators, Television, Video, and Film",Public Speaking,2.2,5.58
27-4031.00,92.12,2008,Motion picture and video distribution,"Camera Operators, Television, Video, and Film",Face-to-Face Discussions,95.28,99.54
27-4031.00,92.12,2008,Motion picture and video distribution,"Camera Operators, Television, Video, and Film",Contact With Others,86.35,89.73
27-4031.00,92.12,2008,Motion picture and video distribution,"Camera Operators, Television, Video, and Film",Work With Work Group or Team,79.77,80.49
27-4031.00,92.12,2008,Motion picture and video distribution,"Camera Operators, Television, Video, and Film",Deal With External Customers,38.23,56.43
27-4031.00,59.11,2008,"Motion picture, video and television programme production activities","Camera Operators, Television, Video, and Film",Public Speaking,2.2,5.58
27-4031.00,59.11,2008,"Motion picture, video and television programme production activities","Camera Operators, Television, Video, and Film",Face-to-Face Discussions,95.28,99.54
27-4031.00,59.11,2008,"Motion picture, video and television programme production activities","Camera Operators, Television, Video, and Film",Contact With Others,86.35,89.73
27-4031.00,59.11,2008,"Motion picture, video and television programme production activities","Camera Operators, Television, Video, and Film",Work With Work Group or Team,79.77,80.49
27-4031.00,59.11,2008,"Motion picture, video and television programme production activities","Camera Operators, Television, Video, and Film",Deal With External Customers,38.23,56.43
27-4032.00,92.11,2008,Motion picture and video production,Film and Video Editors,Public Speaking,11.35,11.35
27-4032.00,92.11,2008,Motion picture and video production,Film and Video Editors,Face-to-Face Discussions,92.18,98.11
